BOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comments,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW0402470RFKED,,RES 470 OHM 1/16W 1% 0402 SMD,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/CRCW0402470RFKED/541-470LCT-ND/1183085?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/20035/dcrcwe3.pdf
1,true,true,false,false,false,0,10022158,"SWITCHING REGULATOR,40V, 1.3 A",A        ECO-R252636,1,Each,Production,,IC8,,,,,,Part,BDRM,,1,,,true,false,LINEAR TECHNOLOGY_RMS1,LT3471EDD#PBF,,DUAL BOOST INVERTER,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/LT3471EDD%2523PBF/LT3471EDD%2523PBF-ND/963198?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.linear.com/docs/5130
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,LINEAR TECHNOLOGY_RMS1,LT3471EDD#TRPBF,,DUAL BOOST INVERTER,,Active,Preferred,,TAPE & REEL,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/LT3471EDD%2523TRPBF/LT3471EDD%2523TRPBFCT-ND/3885229?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.linear.com/docs/5130
1,true,true,false,false,false,0,10022162,"INDUCTOR, STORAGE 10UH, WE-TPC",A        ECO-R252636,1,Each,Production,,L2,,,,,,Part,BDRM,,1,,,true,false,TAIYO YUDEN_RMS1,NR 4018T 100M,,SMD INDUCTOR,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/NR4018T100M/587-1664-1-ND/1008279?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yuden.co.jp/productdata/catalog/wound04_e.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,WURTH ELEKTRONIK GMBH,744031100,,POWER CHOKE,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/744031100/732-1010-1-ND/1639071?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://assets.nexperia.com/documents/data-sheet/BAT54_SER.pdf
1,true,true,true,false,false,0,10022518,"DIODE SCHOTTKY, 200MA,30V,SOD23DIO",C        ECO-R252633,3,Each,Production,,"D3,D4,D9",,,,,,Part,BDRM,,1,,,true,false,NXP SEMICONDUCTORS_RMS1,"BAT54S,215",,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,"https://www.digikey.ca/product-detail/en/BAT54S,215/1727-2904-1-ND/763441?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart",https://assets.nexperia.com/documents/data-sheet/BAT54_SER.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,NXP SEMICONDUCTORS_RMS1,BAT54S,,SCHOTTKY BARRIER (DOUBLE) DIODE,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://greenchips.com/detail/NXP%20Semiconductors/BAT54S?utm_source=octoparts&utm_medium=buyNow&utm_campaign=cpc&utm_term=BAT54S,
1,true,true,false,false,false,0,10022607,"CAPACITOR,100NF,16V,+/-10%,X7R,0402",D        EC113997,16,Each,Production,,"C5,C7,C8,C9,C10,C11,C15,C16,C17,C18,C19,C25,C30,C31,C32,C33",,,,,,Part,BDRM,,1,,,true,false,YAGEO_RMS1,CC0402KRX7R7BB104,,CAP CER 0.1uF 16V X7R 10% 0402,,Active,Preferred,,,RoHS3 Compliant,Cleared,,,https://www.digikey.ca/product-detail/en/CC0402KRX7R7BB104/311-1338-1-ND/2103122?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,223878715649,223878715649,"CAPACITOR, CERAMIC, MULTILAYER, 16 V, X7R, 0.1 UF, SURFACE MOUNT, 0402",,Active,Preferred,,BRAND: PHYCOMP,Yes,Legacy Inventory Status: Cleared,,,https://www.arrow.com/en/products/grm155r71c104ja88j/murata-manufacturing?utm_campaign=octopart_2018&utm_currency=CAD&utm_keyword=GRM155R71C104JA88J&utm_medium=aggregator&utm_content=inv_listing&utm_source=octopart,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,"MURATA MANUFACTURING CO., LTD.",GRM155R71C104KA88D,,MONOLITHIC CERAMIC CAPACITOR,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/GRM155R71C104KA88D/490-3261-1-ND/702802?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155R71C104KA88-01.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,MURATA,GRM155R71C104JA88J,,"CAPACITOR, CERAMIC, MULTILAYER, 16V, X7R, 0.1UF, 0402",,Active,Preferred,,,Yes,CLEARED,,,https://www.digikey.ca/product-detail/en/GRM155R71C104JA88J/GRM155R71C104JA88J-ND/4905170?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155R71C104JA88-01.pdf
1,true,true,false,false,false,0,10022624,"INDUCTOR, STORAGE, 15UH, WE-TPC",A        ECO-R252636,2,Each,Production,,"L3,L4",,,,,,Part,BDRM,,1,,,true,false,TAIYO YUDEN_RMS1,NR 4012T 150M,,SMD INDUCTOR,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/NR4012T150M/587-2653-1-ND/2350024?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yuden.co.jp/productdata/catalog/wound04_e.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,WURTH ELEKTRONIK GMBH,744031150,,POWER CHOKE,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/744031150/732-1011-1-ND/1639072?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://katalog.we-online.de/pbs/datasheet/744031150.pdf
1,true,true,false,false,false,0,10022627,"CAPACITOR,33NF,+/-10%,16V,X7R,0603",B        ECO-R252636,2,Each,Production,,"C13,C14",,,,,,Part,BDRM,,1,,,true,false,AVX_RMS1,0603YC333KAT2A,,X7R DIELECTRIC,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/0603YC333KAT2A/478-5898-1-ND/2177830?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://datasheets.avx.com/X7RDielectric.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,CC0603KRX7R7BB333,,"CAPACITOR, CERAMIC, MULTILAYER, 16 V, X7R, 0.033 UF, SURFACE MOUNT, 0603",,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/0603YC333KAT2A/478-5898-1-ND/2177830?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,CC0603KRX7R7BB333,223878615643,"CAPACITOR, CERAMIC, MULTILAYER, 16 V, X7R, 0.033 UF, SURFACE MOUNT, 0603",,Active,Preferred,,BRAND: PHYCOMP,Yes,Legacy Inventory Status: Cleared,,,https://www.questcomp.com/SearchResults.aspx?pn=223878615643,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,SAMSUNG_RMS1,CL10B333KO8NNNC,,MULTILAYER CERAMIC CHIP CAPACITOR,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/CL10B333KO8NNNC/1276-2044-1-ND/3890130?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf
1,true,true,false,false,false,0,10022653,"DIODE SCHOTTKY DOUBLE,30V, 200MA,SOT23",C        ECO-R252636,4,Each,Production,,"D2,D6,D16,D17",,,,,,Part,BDRM,,1,,,true,false,NXP SEMICONDUCTORS_RMS1,"BAT54C,215",,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,"https://www.digikey.ca/product-detail/en/BAT54C,215/1727-2902-1-ND/763439?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart",https://assets.nexperia.com/documents/data-sheet/BAT54_SER.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,NXP SEMICONDUCTORS_RMS1,BAT54C,,SCHOTTKY BARRIER DOUBLE DIODE,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.voyagercomponents.com/part-detail/BAT54C,
1,true,true,false,false,false,0,10022657,"DIODE ZENER, 0.35,5.1V, SOT23",B        ECO-R252636,1,Each,Production,,D7,,,,,,Part,BDRM,,1,,,true,false,NXP SEMICONDUCTORS_RMS1,BZX84-C5V1,,VOLTAGE REGULATOR DIODE,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.voyagercomponents.com/part-detail/BZX84C5V1,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,NXP SEMICONDUCTORS_RMS1,"BZX84-C5V1,215",,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.rocelec.com/part/NEXNXPBZX84-C5V1-215,
1,true,true,false,false,false,0,10022697,"RESISTOR,470 OHM, 0.125W,+/-1%, 0805",C        ECO-R252636,1,Each,Production,,R71,,,,,,Part,BDRM,,1,,,true,false,YAGEO_RMS1,RC0805FR-07470RL,232273464701L,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 1 %, 100 PPM, 470 OHM, SURFACE MOUNT, 0805",,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW0805470RFKEA,,THICK FILM RECTANGULAR CHIP RESISTOR,,Active,Preferred,,ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/CRCW0805470RFKEA/541-470CCT-ND/1180745?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/20035/dcrcwe3.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0805FR-07470RL,232273464701,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 1 %, 100 PPM, 470 OHM, SURFACE MOUNT, 0805",,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0805FR-07470RL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 1 %, 100 PPM, 470 OHM, SURFACE MOUNT, 0805",,Active,Preferred,,ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/RC0805FR-07470RL/311-470CRCT-ND/730923?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,NIC COMPONENTS CORP.,NRC10F4700TRF,,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 1 %, 100 PPM, 470 OHM, SURFACE MOUNT, 0805",,Active,Preferred,,ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.arrow.com/en/products/nrc10f4700trf/nic-components,https://datasheet.octopart.com/NRC10F4700TRF-NIC-Components-datasheet-10900480.pdf
1,true,true,false,false,false,0,10022725,"RESISTOR, 1.5 OHM,+/-1%,0.063W,0402",B        ECO-R252636,4,Each,Production,,"R13,R14,R19,R20",,,,,,Part,BDRM,,1,,,true,false,YAGEO_RMS1,RC0402FR-071R5L,,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 200 PPM, 1.5 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/RC0402FR-071R5L/311-1.50LRCT-ND/1037146?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0402FR-071R5L,232270671508L,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 200 PPM, 1.5 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW04021R50FKED,,RES SMD 1.5 OHM 1% 1/5W 0402,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,7(c)-I,,,https://www.digikey.ca/product-detail/en/CRCW04021R50FKED/541-1.50LLCT-ND/1961900?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/20035/dcrcwe3.pdf
1,true,true,false,false,false,0,10022745,"RESISTOR, 33 OHM, +/-1%,0.063W, 0402",B        ECO-R252636,1,Each,Production,,R15,,,,,,Part,BDRM,,1,,,true,false,VISHAY_RMS1,CRCW040233R0FKED,,RESISTOR 33R 1% 0.0625W 0402 VISHAY,,Active,Preferred,,ROHS EXEMPT:7(C)-1,RoHS3 Compliant with exemptions,Cleared. Exemption 7(c)-I,,,https://www.digikey.ca/product-detail/en/CRCW040233R0FKED/541-33.0LCT-ND/1182952?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/20035/dcrcwe3.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0402FR-0733RL,232270673309L,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 33 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT:7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0402FR-0733RL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 33 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,ROHS EXEMPT:7(C)-1,RoHS3 Compliant,Cleared. Exemption 7(c)-I,,,https://www.digikey.ca/product-detail/en/RC0402FR-0733RL/311-33.0LRCT-ND/729540?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf
1,true,true,false,false,false,0,10022881,"RESISTOR, 150 KOHM,+/-1%,0.063W,0402",B        ECO-R252636,2,Each,Production,,"R18,R21",,,,,,Part,BDRM,,1,,,true,false,YAGEO_RMS1,232270671504L,,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 150000 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0402FR-07150KL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 150000 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/RC0402FR-07150KL/311-150KLRCT-ND/729489?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW0402150KFKED,,"THICK FILM, RECTANGULAR CHIP RESISTORS",,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,7C-1,,,https://www.digikey.ca/product-detail/en/CRCW0402150KFKED/541-150KLCT-ND/1183369?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/20035/dcrcwe3.pdf
1,true,true,false,false,false,0,10022911,"SMD FERRITE, 1A,1206",B        ECO-R252636,1,Each,Production,,L1,,,,,,Part,BDRM,,1,,,true,false,WURTH ELEKTRONIK GMBH,74279218,,MULTILAYER-SMD-FERRITE,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/74279218/732-1623-1-ND/1639567?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://katalog.we-online.de/pbs/datasheet/74279218.pdf
1,true,true,false,false,false,0,10022957,"RESISTOR, 2.2 KOHM, +/-1%, 0.063W, 0402",B        ECO-R252636,2,Each,Production,,"R23,R65",,,,,,Part,BDRM,,1,,,true,false,YAGEO_RMS1,RC0402FR-072K2L,,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 2200 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,ROHS EXMEPT: 7(C)-1,RoHS3 Compliant with exemptions,Cleared. Exemption 7(c)-I,,,https://www.digikey.ca/product-detail/en/RC0402FR-072K2L/311-2.20KLRCT-ND/729500?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,232270672202L,,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 2200 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,BRAND: PHYCOMP.ROHS EXMEPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.componentonline.com/search?search_key=2322-706-72202L,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW04022K20FKED,,RESISTOR 2k2 1% 0.0625W 0402 VISHAY,,Active,Preferred,,ROHS EXMEPT: 7(C)-1,RoHS3 Compliant with exemptions,Cleared. Exemption 7(c)?I,,,https://www.digikey.ca/product-detail/en/CRCW04022K20FKED/541-2.20KLCT-ND/1183159?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/20035/dcrcwe3.pdf
1,true,true,false,false,false,0,10022958,"CAPACITOR, 10NF, 16V +/2%, 0805",A        ECO-R252636,1,Each,Production,,C3,,,,,,Part,BDRM,,1,,,true,false,PANASONIC_RMS1,ECHU1C103GX5,,PLASTIC FILM CAPACITOR,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/ECH-U1C103GX5/PCF1177CT-ND/353724?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1C103GX5+7+WW
1,true,true,false,false,false,0,10022966,"CAPACITOR CERAMIC, 220PF, 50V,+/-5%, NPO,0402",C        ECO-R252636,1,Each,Production,,C2,,,,,,Part,BDRM,,1,,,true,false,YAGEO_RMS1,CC0402JRNPO9BN221,223886915221,"CAPACITOR, CERAMIC, MULTILAYER, 50 V, C0G, 0.00022 UF, SURFACE MOUNT, 0402",,Active,Preferred,,BRAND: PHYCOMP,Yes,Legacy Inventory Status: Cleared,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,"MURATA MANUFACTURING CO., LTD.",GRM1555C1H221JA01D,,MONOLITHIC CERAMIC CAPACITOR,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/GRM1555C1H221JA01D/490-1293-1-ND/587915?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM1555C1H221JA01-01.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,CC0402JRNPO9BN221,,"CAPACITOR, CERAMIC, MULTILAYER, 50 V, C0G, 0.00022 UF, SURFACE MOUNT, 0402",,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/CC0402JRNPO9BN221/311-1416-1-ND/2833722?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1C103GX5+7+WW
1,true,true,false,false,false,0,10023292,"RESISTOR,200 KOHM,+/-1%,0.063W,0402",B        ECO-R252636,1,Each,Production,,R69,,,,,,Part,BDRM,,1,,,true,false,YAGEO_RMS1,RC0402FR-07200KL,,RES SMD 200K OHM 1% 1/16W 0402,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,7(c)-I,,,https://www.digikey.ca/product-detail/en/RC0402FR-07200KL/311-200KLRCT-ND/729505?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW0402200KFKED,,RES 200K OHM 1/16W 1% 0402 SMD,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,7(c)-I,,,https://www.digikey.ca/product-detail/en/CRCW0402200KFKED/541-200KLCT-ND/1183383?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/20035/dcrcwe3.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0402FR-07200KL,232270672004L,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 200000 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,
1,true,true,false,false,false,0,10024439,"RESISTOR, 15 KOHM, +/-1%,0.063W,0402",B        ECO-R252636,1,Each,Production,,R55,,,,,,Part,BDRM,,1,,,true,false,YAGEO_RMS1,RC0402FR-0715KL,232270671503L,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 15000 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,
